,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
127,127,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,898544,898544,0,1,86,898544,898544,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
128,128,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,894500,894500,0,1,86,894500,894500,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
129,129,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,893999,893999,0,1,86,893999,893999,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
132,132,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,930627,930627,0,1,60,930627,930627,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
140,140,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,890692,1016131,125439,3,370,890692,1016131,125439,3,370,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
141,141,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1021714,1021714,0,1,86,1021714,1021714,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
142,142,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1022042,1022042,0,1,86,1022042,1022042,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
143,143,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1017207,1017207,0,1,86,1017207,1017207,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
144,144,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1020211,1020211,0,1,86,1020211,1020211,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
145,145,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1023996,1023996,0,1,86,1023996,1023996,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
146,146,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1023044,1023044,0,1,86,1023044,1023044,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
147,147,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1022042,1022042,0,1,86,1022042,1022042,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
148,148,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1016495,1016495,0,1,86,1016495,1016495,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
150,150,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,926570,987816,61246,2,768,926570,987816,61246,2,768,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
154,154,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1056066,1056066,0,1,60,1056066,1056066,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
163,163,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1141570,1141570,0,1,86,1141570,1141570,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
164,164,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1142535,1142535,0,1,86,1142535,1142535,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
166,166,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1144710,1144710,0,1,86,1144710,1144710,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
167,167,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1147214,1147214,0,1,86,1147214,1147214,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
168,168,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1147994,1147994,0,1,86,1147994,1147994,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
169,169,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1149535,1149535,0,1,86,1149535,1149535,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
170,170,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1024997,1142497,117500,2,172,1024997,1142497,117500,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
171,171,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1150999,1150999,0,1,86,1150999,1150999,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
172,172,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1141716,1141716,0,1,86,1141716,1141716,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
173,173,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1148043,1148043,0,1,86,1148043,1148043,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
175,175,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1181506,1181506,0,1,60,1181506,1181506,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
189,189,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1267009,1267009,0,1,86,1267009,1267009,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
190,190,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1270711,1270711,0,1,86,1270711,1270711,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
191,191,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1272493,1272493,0,1,86,1272493,1272493,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
192,192,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1274707,1274707,0,1,86,1274707,1274707,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
193,193,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1271992,1271992,0,1,86,1271992,1271992,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
194,194,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1276038,1276038,0,1,86,1276038,1276038,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
195,195,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1269037,1269037,0,1,86,1269037,1269037,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
196,196,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1271213,1271213,0,1,86,1271213,1271213,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
197,197,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1272042,1272042,0,1,86,1272042,1272042,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
202,202,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1306945,1306945,0,1,60,1306945,1306945,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
217,217,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1394499,1394499,0,1,86,1394499,1394499,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
219,219,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1273996,1392997,119001,2,172,1273996,1392997,119001,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
220,220,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1393709,1393709,0,1,86,1393709,1393709,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
221,221,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1398043,1398043,0,1,86,1398043,1398043,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
222,222,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1397214,1397214,0,1,86,1397214,1397214,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
223,223,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1400708,1400708,0,1,86,1400708,1400708,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
224,224,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1401037,1401037,0,1,86,1401037,1401037,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
225,225,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1397994,1397994,0,1,86,1397994,1397994,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
237,237,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1432385,1432385,0,1,60,1432385,1432385,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
243,243,0,192.168.1.166,a4:5e:60:dd:58:1d,a4:5e:60,138,192.168.1.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,138,17,4,0,0,881029,981454,100425,4,864,881029,981454,100425,4,864,0,0,0,0,0,NetBIOS.SMBv1,System,0,6,macbookpro-581d,,,,
252,252,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1392449,1517889,125440,3,370,1392449,1517889,125440,3,370,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
253,253,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1518497,1518497,0,1,86,1518497,1518497,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
254,254,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1523215,1523215,0,1,86,1523215,1523215,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
255,255,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1523543,1523543,0,1,86,1523543,1523543,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
256,256,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1522041,1522041,0,1,86,1522041,1522041,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
257,257,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1517996,1517996,0,1,86,1517996,1517996,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
259,259,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1526498,1526498,0,1,86,1526498,1526498,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
260,260,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1398544,1518536,119992,2,172,1398544,1518536,119992,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
261,261,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1523214,1523214,0,1,86,1523214,1523214,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
262,262,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1521211,1521211,0,1,86,1521211,1521211,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
267,267,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,830564,1029043,198479,4,344,830564,1029043,198479,4,344,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
268,268,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1557825,1557825,0,1,60,1557825,1557825,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
291,291,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1643328,1643328,0,1,86,1643328,1643328,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
292,292,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1644208,1644208,0,1,86,1644208,1644208,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
293,293,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1649506,1649506,0,1,86,1649506,1649506,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
294,294,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1645538,1645538,0,1,86,1645538,1645538,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
295,295,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1652711,1652711,0,1,86,1652711,1652711,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
296,296,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1644007,1644007,0,1,86,1644007,1644007,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
297,297,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1647502,1647502,0,1,86,1647502,1647502,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
298,298,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1650536,1650536,0,1,86,1650536,1650536,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
299,299,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1652711,1652711,0,1,86,1652711,1652711,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
300,300,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1647041,1647041,0,1,86,1647041,1647041,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
304,304,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:f72,33:33:ff:00:0f:72,33:33:ff,0,58,6,0,0,1018787,1018787,0,1,86,1018787,1018787,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
306,306,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1683264,1683264,0,1,60,1683264,1683264,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
310,310,0,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:1,33:33:ff:00:00:01,33:33:ff,0,58,6,0,0,196131,196131,0,1,86,196131,196131,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
321,321,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1768768,1768768,0,1,86,1768768,1768768,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
322,322,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1773715,1773715,0,1,86,1773715,1773715,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
323,323,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1769208,1769208,0,1,86,1769208,1769208,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
324,324,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1773003,1773003,0,1,86,1773003,1773003,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
325,325,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1772714,1772714,0,1,86,1772714,1772714,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
327,327,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1773042,1773042,0,1,86,1773042,1773042,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
328,328,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1770510,1770510,0,1,86,1770510,1770510,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
329,329,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffae:f4cb,33:33:ff:ae:f4:cb,33:33:ff,0,58,6,0,0,1773003,1773003,0,1,86,1773003,1773003,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
330,330,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff2b:5398,33:33:ff:2b:53:98,33:33:ff,0,58,6,0,0,1772541,1772541,0,1,86,1772541,1772541,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
335,335,0,0.0.0.0,d8:58:d7:00:0f:72,d8:58:d7,0,224.0.0.1,01:00:5e:00:00:01,01:00:5e,0,2,4,0,0,1808704,1808704,0,1,60,1808704,1808704,0,1,60,0,0,0,0,0,IGMP,Network,0,6,,,,,
348,348,0,192.168.1.168,f4:f5:d8:45:9f:1a,f4:f5:d8,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1767693,1827910,60217,2,768,1767693,1827910,60217,2,768,0,0,0,0,0,MDNS,Network,0,6,_googlecast._tcp.local,,,,
357,357,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,ff02::1,33:33:00:00:00:01,33:33:00,0,58,6,0,0,1894208,1894208,0,1,86,1894208,1894208,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
358,358,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff00:2c6,33:33:ff:00:02:c6,33:33:ff,0,58,6,0,0,1899544,1899544,0,1,86,1899544,1899544,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
359,359,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ff00:4f7,33:33:ff:00:04:f7,33:33:ff,0,58,6,0,0,1896511,1896511,0,1,86,1896511,1896511,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
360,360,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff7f:abb3,33:33:ff:7f:ab:b3,33:33:ff,0,58,6,0,0,1897713,1897713,0,1,86,1897713,1897713,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
361,361,0,fe80::f106:5909:32ae:f4cb,08:00:27:11:4e:fa,08:00:27,0,ff02::1:ffcc:1f02,33:33:ff:cc:1f:02,33:33:ff,0,58,6,0,0,1900506,1900506,0,1,86,1900506,1900506,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
362,362,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff62:aec8,33:33:ff:62:ae:c8,33:33:ff,0,58,6,0,0,1896211,1896211,0,1,86,1896211,1896211,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
364,364,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,0,ff02::1:ff00:b30,33:33:ff:00:0b:30,33:33:ff,0,58,6,0,0,1894709,1894709,0,1,86,1894709,1894709,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
365,365,0,fe80::5dd3:6bb3:7720:1e83,08:00:27:52:f4:11,08:00:27,0,ff02::1:ff20:1e83,33:33:ff:20:1e:83,33:33:ff,0,58,6,0,0,1774544,1894536,119992,2,172,1774544,1894536,119992,2,172,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
497,497,0,fd2d:ab8c:225:0:81d3:fd3e:7f62:aec8,08:00:27:38:31:62,08:00:27,62098,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,279089,279089,0,2,176,279089,279089,0,1,88,279089,279089,0,1,88,DNS,Network,0,6,wpad.lan,,,,
498,498,0,fe80::e8ff:97da:2f7f:abb3,08:00:27:38:31:62,08:00:27,53639,ff02::1:3,33:33:00:01:00:03,33:33:00,5355,17,6,0,0,279090,279187,97,2,168,279090,279187,97,2,168,0,0,0,0,0,LLMNR,Network,0,6,wpad,,,,
